X1,X2,y
7.53793,34.44867,0.00000
81.84141,-39.95189,4.00000
106.58613,-28.18730,4.00000
2.56666,34.90794,0.00000
-1.81085,39.91495,0.00000
59.45802,17.87553,5.00000
101.94726,-31.27281,4.00000
64.89253,-9.48982,5.00000
64.80528,1.20940,5.00000
-19.20507,30.79673,2.00000
15.49191,2.09218,1.00000
-27.81972,29.04849,2.00000
99.49460,-27.19980,4.00000
-35.16183,81.78114,3.00000
29.93159,0.44425,1.00000
81.19975,-30.51785,4.00000
-3.02780,64.73769,3.00000
12.73003,51.33773,0.00000
56.56690,-5.07127,5.00000
32.34688,17.34300,1.00000
-12.34693,79.63982,3.00000
0.80454,48.52115,0.00000
-12.09575,35.30563,2.00000
-16.65028,80.18262,3.00000
57.57528,-5.13636,5.00000
8.40320,54.40679,0.00000
15.43560,40.81112,0.00000
-22.36548,93.24230,3.00000
74.62903,-19.33630,4.00000
61.42254,0.32722,5.00000
81.43894,-12.58540,4.00000
-14.85137,74.79759,3.00000
-25.82397,83.50912,3.00000
8.24721,3.90757,1.00000
24.65626,48.25091,0.00000
48.15132,6.24507,5.00000
60.42036,6.27134,5.00000
11.55381,13.79744,1.00000
28.99212,57.84302,0.00000
72.99206,1.94347,5.00000
-10.85035,21.01021,2.00000
1.70368,39.90383,2.00000
12.15416,57.01684,0.00000
11.57858,22.33899,1.00000
-29.92818,28.48294,2.00000
-4.65975,57.51460,3.00000
-22.84222,72.41304,3.00000
32.78145,-11.88846,1.00000
15.99724,51.94459,0.00000
62.21478,-6.08200,5.00000
-13.91532,86.30715,3.00000
94.02751,-22.38486,4.00000
-29.39878,34.25313,2.00000
12.15853,39.33986,0.00000
-9.13383,80.79545,3.00000
-13.45562,78.86373,3.00000
65.63577,15.04880,5.00000
21.00433,27.57010,1.00000
-14.97782,34.77430,2.00000
84.71217,-37.07591,4.00000
28.30291,13.30501,1.00000
90.01253,-11.56753,4.00000
-10.50034,73.51280,3.00000
11.80113,3.04143,1.00000
65.05110,13.06296,5.00000
-10.92821,28.40274,2.00000
1.67930,74.97996,3.00000
-11.81798,56.22338,0.00000
0.28781,45.48231,0.00000
14.75318,67.19635,3.00000
66.77383,14.80796,5.00000
-12.06643,74.70667,3.00000
81.03514,1.72884,5.00000
-9.05082,21.14643,2.00000
1.28900,84.03377,3.00000
-10.45387,74.20145,3.00000
4.82315,24.28068,2.00000
-9.69433,33.91004,0.00000
-4.57548,25.62254,2.00000
99.44533,-27.29191,4.00000
-15.45677,80.55796,3.00000
31.39506,56.40315,0.00000
-4.48333,24.91662,2.00000
8.65781,26.43088,0.00000
-19.82888,80.82344,3.00000
-15.68347,42.93824,2.00000
5.75921,28.31464,0.00000
101.62154,-13.29295,4.00000
-18.10269,77.91172,3.00000
23.00884,8.64667,1.00000
57.65613,13.78130,5.00000
104.20682,-15.03510,4.00000
105.27821,-13.50034,4.00000
-6.77027,24.22897,2.00000
24.09623,47.22185,0.00000
36.12278,17.81691,1.00000
100.88384,-34.35647,4.00000
7.92514,51.28406,0.00000
15.65439,15.56466,1.00000
122.29654,-39.15929,4.00000
86.90967,-10.93352,4.00000
31.16868,-2.87224,1.00000
9.96696,3.88658,1.00000
62.55695,-5.32849,5.00000
-31.68458,20.27857,2.00000
30.67436,22.81850,1.00000
78.39335,-30.92556,4.00000
63.27906,27.10948,5.00000
-14.29220,81.59274,3.00000
9.20137,43.02402,0.00000
69.05247,17.09209,5.00000
-13.83440,38.04845,2.00000
-20.24019,67.07878,3.00000
-13.31837,32.78885,2.00000
45.73354,6.16524,5.00000
5.91390,43.98139,0.00000
46.96118,-7.76524,5.00000
49.76457,10.43964,5.00000
-28.26714,68.44697,3.00000
3.77616,31.87890,0.00000
102.83156,-27.99374,4.00000
43.40046,-16.26830,5.00000
48.13391,9.23414,5.00000
94.15270,-35.31993,4.00000
-8.04618,86.96512,3.00000
87.13168,-36.79851,4.00000
-7.78142,55.75155,2.00000
90.35840,-25.54655,4.00000
64.45141,3.13471,5.00000
8.90819,-3.80850,1.00000
16.42237,17.69233,0.00000
14.79026,14.72273,1.00000
-4.85618,85.05363,3.00000
55.20685,5.88936,5.00000
87.61074,-20.52486,4.00000
100.99188,-29.74437,4.00000
92.36210,-14.29569,4.00000
0.63019,38.96612,2.00000
5.18876,76.62039,3.00000
77.86432,-10.42463,4.00000
5.07406,21.02346,0.00000
62.60868,5.96101,5.00000
5.32499,14.54628,1.00000
56.56718,-16.17864,5.00000
-38.95707,42.40076,2.00000
-17.41399,45.80921,2.00000
-14.42566,26.20209,2.00000
-10.66689,25.18715,2.00000
2.10026,25.00048,2.00000
2.52655,28.87310,2.00000
-6.96366,92.06790,3.00000
59.18469,-3.13529,5.00000
-5.94081,86.26007,3.00000
100.38480,-21.68038,4.00000
-3.52842,34.49014,2.00000
11.08182,23.23222,0.00000
95.38454,-27.34481,4.00000
-19.30646,69.48997,3.00000
23.04053,42.02506,0.00000
11.04750,4.33667,1.00000
3.41211,10.56898,1.00000
107.46182,-23.83359,4.00000
13.19972,2.63675,1.00000
58.88226,14.69903,5.00000
18.57480,0.59887,1.00000
15.01136,23.97155,1.00000
59.06628,8.69104,5.00000
84.16949,-15.91750,4.00000
9.81718,76.45842,3.00000
30.56599,14.94876,1.00000
19.07630,20.29476,1.00000
-25.36305,18.81015,2.00000
19.12399,49.82167,0.00000
96.41355,-26.76722,4.00000
31.32305,6.72837,1.00000
18.38866,16.48168,0.00000
108.54946,-22.36782,4.00000
-27.08535,25.82791,2.00000
96.31186,-22.69115,4.00000
64.06634,5.35835,5.00000
-17.40402,91.94506,3.00000
49.36258,16.50733,5.00000
70.67996,19.43810,5.00000
-27.83584,38.57497,2.00000
19.31618,14.02634,1.00000
5.45606,6.20272,1.00000
68.14014,3.70766,5.00000
20.54850,12.71819,1.00000
5.09425,28.86881,0.00000
-5.04976,30.31229,0.00000
53.99610,16.21005,5.00000
-5.06613,29.94375,0.00000
26.10813,13.37186,1.00000
-37.58442,28.16880,2.00000
-3.71673,78.07221,3.00000
75.17295,17.18056,5.00000
89.58404,-17.98836,4.00000
66.67881,4.48418,5.00000
-8.54811,81.21978,3.00000
65.39294,-5.15797,5.00000
-10.60254,76.44509,3.00000
54.65742,-9.46000,5.00000
9.20918,40.39850,0.00000
25.16736,8.51183,1.00000
-20.89783,73.43032,3.00000
55.71648,-1.93948,5.00000
-3.71530,63.30493,3.00000
51.20021,3.53773,5.00000
91.30730,-20.75487,4.00000
-0.16755,78.12046,3.00000
23.61540,18.96814,1.00000
54.86767,5.76281,5.00000
9.57170,14.09930,1.00000
98.03338,-27.55804,4.00000
9.08994,29.85391,0.00000
-8.61456,66.04969,3.00000
-16.49196,24.90173,2.00000
-4.11231,81.28547,3.00000
86.46159,-12.97961,4.00000
1.84849,74.51749,3.00000
74.47161,3.72974,5.00000
72.47053,12.43813,5.00000
6.73863,70.08763,3.00000
-8.05774,85.83942,3.00000
46.96364,-1.75544,5.00000
96.02926,-10.17235,4.00000
-2.12589,37.96971,0.00000
107.11309,-25.40337,4.00000
-25.15746,24.86579,2.00000
18.07621,47.91760,0.00000
-23.40021,23.12528,2.00000
40.48211,-2.57771,5.00000
68.92763,10.88940,5.00000
-10.65338,85.12292,3.00000
49.35193,-1.17239,5.00000
43.15121,16.01305,5.00000
17.73692,3.08277,1.00000
2.81702,41.54153,0.00000
5.28105,36.54449,0.00000
-22.07837,84.98846,3.00000
-8.26547,27.02609,2.00000
-6.70370,45.44603,2.00000
-9.93152,60.93631,3.00000
5.12674,47.85269,0.00000
-1.91588,25.04607,2.00000
58.96068,1.11023,5.00000
14.30052,24.74047,0.00000
-20.20966,66.70585,3.00000
18.57401,53.36777,0.00000
43.98168,0.87378,5.00000
-7.11960,41.91321,0.00000
2.96677,37.39469,0.00000
92.59126,-21.58888,4.00000
84.08649,-26.50324,4.00000
-17.81640,92.05653,3.00000
59.27574,25.63256,5.00000
91.59417,-34.92473,4.00000
-9.22222,45.86193,2.00000
-17.66489,43.38111,2.00000
95.39327,-22.09048,4.00000
-0.28053,33.05596,0.00000
-14.03135,75.77709,3.00000
33.13012,-11.88971,1.00000
-8.10108,82.19114,3.00000
-14.38324,51.27688,2.00000
16.78483,-0.11369,1.00000
61.54328,3.34814,5.00000
-6.53173,5.69045,2.00000
-19.41692,46.74361,2.00000
15.73177,33.16501,0.00000
-3.51749,17.93180,2.00000
-33.66471,27.06454,2.00000
80.02114,-34.00805,4.00000
21.41851,23.16919,1.00000
73.09824,10.84684,5.00000
104.72315,-4.93499,4.00000
32.35579,42.61530,0.00000
55.81921,18.17277,5.00000
85.07012,-15.40109,4.00000
-11.37912,21.55843,2.00000
79.16983,-26.98133,4.00000
46.29218,4.24561,5.00000
33.01214,-5.38977,1.00000
-10.48779,28.24759,2.00000
51.13336,18.17018,5.00000
84.44274,-25.33904,4.00000
-30.75375,42.29309,2.00000
-11.88588,43.64674,2.00000
20.44132,22.41738,1.00000
19.95130,0.31495,1.00000
94.96649,-23.09202,4.00000
106.91906,-33.08797,4.00000
-36.23461,45.39610,2.00000
4.44276,33.47529,0.00000
43.86860,2.97457,5.00000
-27.73228,80.11173,3.00000
43.92429,7.38586,5.00000
87.54437,-31.15896,4.00000
-14.79600,31.57506,2.00000
51.14713,5.16824,5.00000
11.40418,29.17814,2.00000
-30.79585,50.28036,2.00000
54.67701,7.00729,5.00000
17.88944,48.91047,0.00000
57.93088,18.29946,5.00000
18.54914,-8.16382,1.00000
22.29641,-12.96020,1.00000
51.86767,0.14061,5.00000
-17.87464,30.46839,2.00000
9.08028,60.17130,0.00000
-19.03863,80.92614,3.00000
-17.38524,31.85366,2.00000
-15.00025,18.32179,2.00000
-24.40560,47.35709,2.00000
-40.05520,85.91596,3.00000
2.50450,30.25929,2.00000
91.48203,-38.57361,4.00000
12.23036,58.29745,0.00000
51.16491,4.98471,5.00000
-11.47133,24.42318,2.00000
58.25191,-13.33709,5.00000
98.80157,-14.80983,4.00000
-28.39298,39.84155,2.00000
-23.18623,23.34939,2.00000
-16.19329,90.54567,3.00000
36.56841,41.02979,0.00000
-17.49525,24.26397,2.00000
-27.11461,89.74058,3.00000
17.07929,42.38299,0.00000
94.06003,-17.37446,4.00000
26.93292,12.37688,1.00000
90.96650,-21.06770,4.00000
21.19292,16.02745,1.00000
-24.00776,83.79816,3.00000
-26.56524,79.81503,3.00000
50.22844,7.52082,5.00000
4.58751,33.24957,0.00000
96.33020,-21.70891,4.00000
-10.56355,26.82078,2.00000
-13.14043,44.84380,2.00000
-24.88278,85.14031,3.00000
6.67156,40.70321,0.00000
-1.71341,39.45673,0.00000
93.75846,-36.94417,4.00000
18.33693,13.21916,1.00000
10.54507,-6.98114,1.00000
10.43762,43.20125,0.00000
71.01542,17.62646,5.00000
7.69325,36.25692,0.00000
21.28602,53.83406,0.00000
9.89510,41.81842,0.00000
-10.14420,66.96260,3.00000
17.34009,4.09097,1.00000
-3.08148,76.72070,3.00000
5.90010,69.99388,3.00000
14.37925,14.19158,1.00000
95.55860,-21.42744,4.00000
25.93597,7.55218,1.00000
2.36707,58.46802,0.00000
2.98244,56.01633,0.00000
20.63822,-1.19353,1.00000
95.01233,-35.94465,4.00000
-10.54349,75.89342,3.00000
18.71677,12.22862,1.00000
33.33077,-0.25923,5.00000
93.37788,-25.60664,4.00000
5.16686,86.83020,3.00000
16.16402,26.86831,0.00000
-17.03343,12.84448,2.00000
-34.32979,17.11261,2.00000
54.97045,-9.85675,5.00000
-14.18089,14.22471,2.00000
85.05647,-43.69191,4.00000
49.07966,7.46424,5.00000
9.48088,47.32119,0.00000
51.76055,12.79569,5.00000
-18.24666,67.28172,3.00000
-27.25853,97.95746,3.00000
90.91232,-29.69074,4.00000
81.75385,-27.57520,4.00000
27.53918,14.19289,1.00000
56.87730,13.57355,5.00000
-3.31545,67.50761,3.00000
-7.15940,70.35432,3.00000
88.80825,-21.86076,4.00000
-16.08453,23.64820,2.00000
-15.11192,83.64224,3.00000
84.60099,-25.57842,4.00000
14.57385,70.63142,0.00000
84.59669,-34.54891,4.00000
93.74433,-13.36618,4.00000
-13.05813,20.91069,2.00000
112.82005,-16.92239,4.00000
-18.59420,93.60544,3.00000
-10.55274,70.37599,3.00000
-15.24829,39.44683,2.00000
4.50529,23.56378,1.00000
-19.12322,77.19173,3.00000
46.04289,3.36055,5.00000
9.86770,60.89658,0.00000
31.58961,12.98194,1.00000
35.34142,-24.39980,5.00000
58.86705,-13.96069,5.00000
3.42638,15.10616,1.00000
30.31305,-6.59270,1.00000
39.64610,25.61537,1.00000
0.35727,-0.86545,1.00000
8.14052,50.73218,0.00000
60.43615,6.54402,5.00000
101.51745,-24.61835,4.00000
57.06756,17.59941,5.00000
-22.69682,76.34546,3.00000
95.12863,-18.86130,4.00000
1.41077,33.57047,0.00000
13.80166,62.40500,0.00000
61.25560,23.86731,5.00000
-0.04498,95.48030,3.00000
-11.88050,36.95886,2.00000
23.69293,12.70540,1.00000
77.68729,-29.43034,4.00000
-5.70300,77.65996,3.00000
70.17304,-5.32999,5.00000
92.82795,-14.74339,4.00000
25.51883,19.09797,1.00000
98.55590,-14.86671,4.00000
96.06393,-11.79258,4.00000
10.58881,34.82253,0.00000
65.43137,15.91230,5.00000
13.73522,2.86598,1.00000
75.49901,-21.16630,4.00000
10.63802,52.42534,0.00000
7.08537,31.75776,0.00000
102.07385,-36.52911,4.00000
29.89447,-4.93842,1.00000
-16.96549,24.57913,2.00000
15.78978,37.09138,0.00000
49.14996,13.03994,5.00000
-11.16922,33.18523,2.00000
-10.54414,63.68280,0.00000
16.85103,-0.61592,1.00000
67.31172,25.16007,5.00000
8.77818,36.40309,0.00000
10.42810,21.48233,1.00000
55.82701,-1.78493,5.00000
31.08707,3.34256,1.00000
104.72652,-32.48103,4.00000
13.97188,45.50390,0.00000
99.70872,-19.38629,4.00000
-25.05786,81.06962,3.00000
33.76062,-3.94338,1.00000
16.36186,12.94770,1.00000
29.00263,2.22070,1.00000
84.32178,-13.00200,4.00000
64.14087,-7.45845,5.00000
104.67869,-22.15622,4.00000
-21.53792,43.16839,2.00000
7.36973,40.56994,0.00000
98.06123,-20.55289,4.00000
26.09395,2.27538,1.00000
-31.13328,31.15969,2.00000
31.35812,-7.10013,1.00000
73.18535,-30.90026,4.00000
19.61205,12.95229,1.00000
13.31028,49.20674,0.00000
9.18801,39.12570,0.00000
24.10971,4.20377,1.00000
50.59530,-0.19276,5.00000
80.31542,-14.86736,4.00000
-11.10161,83.48002,3.00000
16.07353,6.98949,1.00000
-6.34415,37.93997,2.00000
96.27501,-18.32556,4.00000
-21.10115,35.61884,2.00000
96.79870,-17.16453,4.00000
61.04340,1.02270,5.00000
46.17251,-8.97152,5.00000
-18.86682,88.80506,3.00000
83.14061,-35.22217,4.00000
19.19316,15.64110,0.00000
87.05171,-40.17607,4.00000
41.90777,5.66843,5.00000
41.21165,8.55411,5.00000
62.69545,-19.95938,5.00000
-14.32761,78.42045,3.00000
-15.43547,89.37952,3.00000
64.47837,14.13552,5.00000
97.69944,-16.11905,4.00000
-7.76421,21.53480,2.00000
42.55292,1.85100,5.00000
-22.90810,13.82924,2.00000
-31.64610,55.52485,2.00000
-0.79925,67.90692,3.00000
23.66392,-1.80697,1.00000
91.12497,-17.42594,4.00000
42.99797,8.63519,5.00000
-21.14123,22.75031,2.00000
97.21141,-30.28714,4.00000
78.15938,-32.51693,4.00000
15.36589,6.14266,1.00000
53.06796,6.71332,5.00000
68.05478,-21.46650,5.00000
19.12580,-3.29973,1.00000
62.16794,13.14115,5.00000
-24.83484,35.15821,2.00000
73.67485,-19.75896,4.00000
65.62147,17.71854,5.00000
58.94735,-11.90936,5.00000
4.06958,45.73692,0.00000
67.00786,0.63321,5.00000
0.36344,19.91303,2.00000
16.19585,27.33164,0.00000
69.50263,4.87157,5.00000
97.35904,-17.59450,4.00000
63.84927,1.61231,5.00000
0.88484,23.22991,0.00000
-1.68522,29.78739,2.00000
-4.21676,93.53978,3.00000
-8.54897,22.97607,2.00000
0.15766,35.10670,0.00000
-20.13482,77.57820,3.00000
80.10754,-8.27874,4.00000
59.36277,18.21668,5.00000
79.86274,-20.12344,4.00000
-12.04699,15.43088,2.00000
21.04864,47.99788,0.00000
98.84765,-26.56485,4.00000
-21.88928,21.70966,2.00000
85.08695,-39.34246,4.00000
72.63724,10.12441,5.00000
-9.97978,33.33846,2.00000
22.94355,2.89776,1.00000
17.14707,-4.05556,1.00000
-24.24141,14.85679,2.00000
29.32182,46.93881,0.00000
29.90330,39.97022,0.00000
4.41845,13.62306,1.00000
-9.82150,79.05019,3.00000
-7.22298,31.72715,2.00000
-26.64415,92.46082,3.00000
-8.66799,38.25813,0.00000
-31.10606,75.10273,3.00000
19.00232,9.63724,1.00000
78.57768,-20.14601,4.00000
3.29139,86.14582,3.00000
3.33318,44.53903,0.00000
24.70755,22.33802,0.00000
-15.95668,69.28475,3.00000
-24.35348,84.94817,3.00000
76.65976,13.93325,5.00000
84.73150,-28.84958,4.00000
25.48912,13.84679,1.00000
52.99872,3.74201,5.00000
95.33978,-1.28872,4.00000
26.57431,17.70937,1.00000
9.61372,11.03460,1.00000
22.12337,-0.82796,1.00000
56.20677,10.26753,5.00000
18.00827,48.34966,0.00000
-14.12146,90.86506,3.00000
46.49462,3.10491,5.00000
-8.44735,44.83498,2.00000
-13.64541,29.07591,2.00000
-4.45650,63.01743,0.00000
21.94332,0.39993,1.00000
-12.56493,34.47082,2.00000
52.11700,18.18375,5.00000
4.78987,29.99541,2.00000
-8.28808,37.71030,2.00000
27.16900,40.10302,0.00000
-1.88880,52.04614,0.00000
-19.67266,35.98028,2.00000
-30.02064,39.28576,2.00000
-5.14988,47.43179,0.00000
-4.46525,62.26112,0.00000
22.25145,9.88490,1.00000
101.11604,-29.87739,4.00000
20.81514,7.83329,1.00000
20.74574,41.65948,0.00000
-31.77282,3.79371,2.00000
96.99568,-19.73116,4.00000
-3.83511,42.62387,0.00000
46.00250,17.13290,5.00000
27.57051,9.70949,1.00000
-28.37101,39.97013,2.00000
32.33457,-3.22453,1.00000
10.27845,51.71064,0.00000
9.42951,27.72984,0.00000
-25.08592,83.14073,3.00000
-13.51837,7.99432,2.00000
101.38307,-36.37749,4.00000
-3.44802,13.47228,2.00000
-12.85162,90.69525,3.00000
18.72363,17.93912,1.00000
109.27510,-40.94399,4.00000
-2.18717,38.03378,0.00000
-17.46324,26.77598,2.00000
-25.36028,15.52330,2.00000
-11.12973,67.82682,3.00000
18.65722,13.25692,1.00000
20.73895,19.51989,1.00000
-11.20247,34.01354,2.00000
32.33097,-14.07503,1.00000
20.41816,17.13136,1.00000
103.39853,-25.20878,4.00000
-22.55288,83.74459,3.00000
15.05315,47.26416,0.00000
13.46418,23.49192,1.00000
12.17141,72.48902,3.00000
32.97070,44.20878,0.00000
81.13715,-33.27214,4.00000
-20.86201,82.79544,3.00000
25.02480,2.81543,1.00000
2.79943,40.13390,0.00000
13.35774,41.59221,0.00000
56.80736,2.70741,5.00000
11.36931,33.51142,0.00000
85.72975,-24.07097,4.00000
36.16547,-0.42607,1.00000
1.82148,24.68628,1.00000
17.11850,0.50453,1.00000
-33.87725,35.18156,2.00000
74.74976,-30.29328,4.00000
-18.69272,26.07578,2.00000
66.69556,-9.60145,5.00000
105.32345,-26.37595,4.00000
17.84060,-4.19511,1.00000
-8.01143,103.72374,3.00000
104.33165,-31.67674,4.00000
11.97565,10.33118,1.00000
57.01009,-9.88472,5.00000
77.15743,-19.06258,4.00000
79.04351,-13.93121,4.00000
-24.13576,72.98015,3.00000
1.16008,46.32089,0.00000
80.59281,-40.54713,4.00000
42.43886,6.77891,1.00000
15.84525,11.70460,1.00000
87.26624,-17.70405,4.00000
-12.10749,73.92581,3.00000
51.31871,0.45452,5.00000
18.50307,7.23657,1.00000
22.84939,42.77989,0.00000
-13.96819,89.86611,3.00000
80.57369,8.85581,5.00000
4.28946,7.62841,1.00000
1.19721,27.62200,0.00000
-0.86705,70.18699,3.00000
58.52210,-4.77477,5.00000
15.33571,16.75271,1.00000
43.70008,15.89819,5.00000
53.64716,9.27956,5.00000
24.31195,-0.15931,1.00000
98.07995,-17.46832,4.00000
9.51944,35.65756,0.00000
93.26519,-36.25649,4.00000
87.96901,-10.25724,4.00000
56.59279,-19.97519,5.00000
-32.19310,19.71662,2.00000
14.70892,12.63255,1.00000
16.59144,31.51947,1.00000
-17.55075,20.27541,2.00000
1.58777,29.02440,0.00000
53.33966,6.52121,5.00000
-18.96528,78.42686,3.00000
11.42146,7.19207,1.00000
76.56285,-17.14906,4.00000
55.83594,-3.84852,5.00000
11.66622,7.61854,1.00000
19.57106,0.11049,1.00000
80.26849,-18.40586,4.00000
-25.00526,79.74794,3.00000
-5.91077,85.25938,3.00000
81.09263,-19.00346,4.00000
-3.12296,25.25124,2.00000
21.93339,21.02264,1.00000
9.15983,45.81868,0.00000
0.31902,45.41890,0.00000
-16.82408,35.69184,2.00000
-7.06429,71.39786,3.00000
-19.76387,85.77958,3.00000
6.01491,25.28641,2.00000
4.91020,84.66704,3.00000
80.50839,-14.47685,4.00000
90.85812,-21.34450,4.00000
74.21826,-1.57042,5.00000
64.66618,8.69114,5.00000
8.71927,33.15785,0.00000
6.22838,26.87313,0.00000
-23.63675,45.30611,2.00000
83.92240,-8.17245,4.00000
-10.18562,79.70746,3.00000
88.10827,-26.83224,4.00000
74.84722,4.82192,5.00000
-17.00254,41.49136,2.00000
-16.99133,83.00567,3.00000
0.08188,47.80855,0.00000
82.83950,5.94982,5.00000
25.14852,11.77722,1.00000
-16.90303,27.61579,2.00000
-11.09179,31.76266,2.00000
-19.00072,30.58919,2.00000
-8.95657,72.97575,3.00000
97.36678,-10.33363,4.00000
-18.03651,23.57041,2.00000
14.19116,45.22184,0.00000
4.63820,9.00886,1.00000
-9.97802,84.74373,3.00000
1.15044,62.13852,0.00000
17.30262,53.69103,0.00000
-11.13648,18.34888,2.00000
12.29074,38.95773,0.00000
-16.97236,89.90726,3.00000
-12.75790,74.75495,3.00000
21.84760,-11.85571,1.00000
81.60347,-30.24460,4.00000
2.71570,52.47048,0.00000
-32.08192,27.67284,2.00000
-28.72677,28.75384,2.00000
9.40527,46.39803,0.00000
75.03116,-22.04057,4.00000
9.47741,39.79057,0.00000
-6.90912,86.14297,3.00000
51.54175,15.40150,5.00000
28.80640,5.99340,1.00000
18.78130,0.06934,1.00000
73.35801,5.68736,5.00000
11.49732,11.62704,1.00000
